Year,Month_numeric,Day,Season,Tmax ,Tmin ,Frost_days,Rain,Sun,Date
1991,4,1,Spring,13.1,4.8,2,52.8,158.5,01/04/1991
1991,5,1,Spring,15.7,7.7,0,9.1,138.7,01/05/1991
1991,6,1,Summer,17.8,9.7,0,88.6,135,01/06/1991
1991,7,1,Summer,23.2,14.4,0,92.9,218.6,01/07/1991
1991,8,1,Summer,24.1,14.4,0,26,241.7,01/08/1991
1991,9,1,Autumn,21.4,11.5,0,43.7,183,01/09/1991
1991,10,1,Autumn,14.6,7.6,0,18.5,87.1,01/10/1991
1991,11,1,Autumn,10.6,4.2,5,59.3,59.2,01/11/1991
1991,12,1,Winter,8.3,1.7,12,12,60.7,01/12/1991
1992,1,1,Winter,7.5,2,11,12.6,56,01/01/1992
1992,2,1,Winter,9.5,2.3,8,17.7,50.3,01/02/1992
1992,3,1,Spring,11.8,4.9,0,38.5,61.8,01/03/1992
1992,4,1,Spring,14,5.6,1,57.1,129.7,01/04/1992
1992,5,1,Spring,21,10.2,0,94.5,271.9,01/05/1992
1992,6,1,Summer,22.5,12.3,0,22.5,213.7,01/06/1992
1992,7,1,Summer,22.5,14.2,0,62.3,158.6,01/07/1992
1992,8,1,Summer,21.7,13.6,0,84.7,149.2,01/08/1992
1992,9,1,Autumn,18.9,11,0,77.3,127.5,01/09/1992
1992,10,1,Autumn,12.5,5.3,3,59.4,112.6,01/10/1992
1992,11,1,Autumn,12,4.8,2,86.9,61.6,01/11/1992
1992,12,1,Winter,7.8,1.6,12,35.9,49.1,01/12/1992
1993,1,1,Winter,10.3,3.5,4,63.1,37.8,01/01/1993
1993,2,1,Winter,7.2,2.5,2,2.4,51,01/02/1993
1993,3,1,Spring,11.8,3.3,4,16,128.4,01/03/1993
1993,4,1,Spring,14.6,6.8,0,75.3,126.9,01/04/1993
1993,5,1,Spring,18,8.8,0,31.8,176.6,01/05/1993
1993,6,1,Summer,21.8,12.2,0,43.9,224.2,01/06/1993
1993,7,1,Summer,21.6,12.6,0,35,174.6,01/07/1993
1993,8,1,Summer,21.6,11.7,0,23.8,219.4,01/08/1993
1993,9,1,Autumn,17.5,9.8,0,96.3,104.5,01/09/1993
1993,10,1,Autumn,13,7,1,123,117,01/10/1993
1993,11,1,Autumn,8.8,2.4,11,29.5,71.3,01/11/1993
1993,12,1,Winter,9.2,3.6,3,73.8,52.4,01/12/1993
1994,1,1,Winter,9.3,2.8,6,80,73.4,01/01/1994
1994,2,1,Winter,7.7,1.2,8,42.6,72,01/02/1994
1994,3,1,Spring,12.3,5.1,1,40,126.4,01/03/1994
1994,4,1,Spring,13.3,5.1,1,52.8,175,01/04/1994
1994,5,1,Spring,16,8.2,0,80.6,158.3,01/05/1994
1994,6,1,Summer,21.5,11.2,0,17,265,01/06/1994
1994,7,1,Summer,26.2,15.2,0,16.9,267.1,01/07/1994
1994,8,1,Summer,23,13.8,0,32.2,180.9,01/08/1994
1994,9,1,Autumn,17.8,10.8,0,86.3,109.7,01/09/1994
1994,10,1,Autumn,15.4,7.7,0,76,141,01/10/1994
1994,11,1,Autumn,13.6,8.4,0,43.1,42.7,01/11/1994
1994,12,1,Winter,10.7,4,6,63.3,60.8,01/12/1994
1995,1,1,Winter,8.9,2.2,6,113.7,59.6,01/01/1995
1995,2,1,Winter,10.7,4.4,1,71.9,70.9,01/02/1995
1995,3,1,Spring,11.2,2,7,49.5,194.5,01/03/1995
1995,4,1,Spring,15,6.1,3,16.9,199.5,01/04/1995
1995,5,1,Spring,19,8.2,0,30,234.4,01/05/1995
1995,6,1,Summer,20.7,10.8,0,11.1,187.7,01/06/1995
1995,7,1,Summer,26.3,15.2,0,20.3,247.1,01/07/1995
1995,8,1,Summer,27,15.6,0,0.3,295.3,01/08/1995
1995,9,1,Autumn,19.2,10.7,0,95,142.4,01/09/1995
1995,10,1,Autumn,18.3,10.2,0,19.2,129.9,01/10/1995
1995,11,1,Autumn,12,5.1,4,28.5,76.2,01/11/1995
1995,12,1,Winter,5.8,1,13,82.8,44.7,01/12/1995
1996,1,1,Winter,7.2,3.1,5,41.5,25.3,01/01/1996
1996,2,1,Winter,6.8,0.1,17,49,100.3,01/02/1996
1996,3,1,Spring,8.6,2.1,9,31.4,75.9,01/03/1996
1996,4,1,Spring,14.3,5.5,3,25,147.5,01/04/1996
1996,5,1,Spring,15.1,5.9,0,25.8,182.6,01/05/1996
1996,6,1,Summer,22.8,11.3,0,12,282.7,01/06/1996
1996,7,1,Summer,24.2,13.2,0,28.8,233.7,01/07/1996
1996,8,1,Summer,23.1,13.4,0,45.8,217.6,01/08/1996
1996,9,1,Autumn,19.2,10.7,0,22,142,01/09/1996
1996,10,1,Autumn,16.6,8.9,0,35.4,142.3,01/10/1996
1996,11,1,Autumn,10.5,2.7,9,91,107.5,01/11/1996
1996,12,1,Winter,6.2,1.4,11,13,57.6,01/12/1996
1997,1,1,Winter,5.5,0.2,13,10.3,59.3,01/01/1997
1997,2,1,Winter,10.8,4,4,55.1,58.1,01/02/1997
1997,3,1,Spring,13.8,5.3,0,11.4,151,01/03/1997
1997,4,1,Spring,15.6,5.4,1,9.8,218.5,01/04/1997
1997,5,1,Spring,18.7,8.5,1,28.2,259.2,01/05/1997
1997,6,1,Summer,20.2,12.2,0,78.6,151.6,01/06/1997
1997,7,1,Summer,23.5,13.9,0,34.6,241.1,01/07/1997
1997,8,1,Summer,25.8,16.6,0,70.5,194.2,01/08/1997
1997,9,1,Autumn,20.9,11.8,0,6.8,190.3,01/09/1997
1997,10,1,Autumn,15.9,7.5,3,44.9,166,01/10/1997
1997,11,1,Autumn,12.5,6.2,2,47.1,67.3,01/11/1997
1997,12,1,Winter,9.5,4.2,4,47.4,48,01/12/1997
1998,1,1,Winter,9.2,3.5,3,68.6,65.2,01/01/1998
1998,2,1,Winter,11.6,3.5,5,6.6,113.1,01/02/1998
1998,3,1,Spring,12.1,5.7,1,51.1,84.9,01/03/1998
1998,4,1,Spring,12.7,5.7,0,82.6,115.4,01/04/1998
1998,5,1,Spring,19.6,10.2,0,31.9,228.2,01/05/1998
1998,6,1,Summer,19.9,12,0,89.6,158.4,01/06/1998
1998,7,1,Summer,21.4,13,0,26.9,184.3,01/07/1998
1998,8,1,Summer,23.5,12.7,0,16.6,262.6,01/08/1998
1998,9,1,Autumn,20.4,12.7,0,101.2,149.1,01/09/1998
1998,10,1,Autumn,14.7,8.6,0,103.8,96.7,01/10/1998
1998,11,1,Autumn,9.6,3.4,4,57,78.5,01/11/1998
1998,12,1,Winter,9.7,3.8,7,49.2,42.4,01/12/1998
1999,1,1,Winter,9.4,3.8,3,68.7,53.7,01/01/1999
1999,2,1,Winter,8.8,2.8,7,21.1,90.1,01/02/1999
1999,3,1,Spring,12.2,5,2,25.6,122.5,01/03/1999
1999,4,1,Spring,14.9,6.3,1,35,167.8,01/04/1999
1999,5,1,Spring,19.1,10.2,0,35.8,184.9,01/05/1999
1999,6,1,Summer,20.3,11,0,98.2,239.1,01/06/1999
1999,7,1,Summer,24.9,14.3,0,8.6,275.9,01/07/1999
1999,8,1,Summer,22.8,14,0,124.8,199.8,01/08/1999
1999,9,1,Autumn,21.3,13.2,0,86.7,165,01/09/1999
1999,10,1,Autumn,15.6,7.9,0,49.2,160.5,01/10/1999
1999,11,1,Autumn,11.3,5.9,0,31.2,79,01/11/1999
1999,12,1,Winter,8.7,2.4,7,77.2,75.3,01/12/1999
2000,1,1,Winter,8.6,2.4,7,16.5,78.6,01/01/2000
2000,2,1,Winter,10.4,3.8,5,62.2,102.5,01/02/2000
2000,3,1,Spring,12.1,4.9,1,16,120.4,01/03/2000
2000,4,1,Spring,12.9,5.4,0,99.6,135.8,01/04/2000
2000,5,1,Spring,18,9.6,0,87.2,202.9,01/05/2000
2000,6,1,Summer,21,12.8,0,19.2,169.5,01/06/2000
2000,7,1,Summer,21,12.8,0,52.8,174.7,01/07/2000
2000,8,1,Summer,23.2,14,0,32.3,211.4,01/08/2000
2000,9,1,Autumn,20.1,12.5,0,105.8,132.1,01/09/2000
2000,10,1,Autumn,14.7,8.5,0,155.4,98,01/10/2000
2000,11,1,Autumn,11,4.5,1,99.5,74.9,01/11/2000
2000,12,1,Winter,9,4.6,5,73.9,50,01/12/2000
2001,1,1,Winter,7.1,1.8,9,75.2,87,01/01/2001
2001,2,1,Winter,9.2,2.8,5,69.6,92.3,01/02/2001
2001,3,1,Spring,9.5,3.8,3,95.3,78.2,01/03/2001
2001,4,1,Spring,12.8,5.4,0,66.5,138.5,01/04/2001
2001,5,1,Spring,18.8,9.1,0,26,228,01/05/2001
2001,6,1,Summer,20.8,11.3,0,39.1,248,01/06/2001
2001,7,1,Summer,24.3,14.5,0,35.2,229.1,01/07/2001
2001,8,1,Summer,23.5,14.5,0,79,210.9,01/08/2001
2001,9,1,Autumn,18.1,10.8,0,59.6,143.3,01/09/2001
2001,10,1,Autumn,17.6,11.3,0,108.2,109.9,01/10/2001
2001,11,1,Autumn,11.3,4.4,3,33.8,88.3,01/11/2001
2001,12,1,Winter,7.3,1.4,11,17.8,93.3,01/12/2001
2002,1,1,Winter,9.5,3.5,6,51,53.4,01/01/2002
2002,2,1,Winter,11.3,4.8,2,64,91.4,01/02/2002
2002,3,1,Spring,12.4,5.1,2,37.6,111.3,01/03/2002
2002,4,1,Spring,15.7,6.1,0,38.4,220.5,01/04/2002
2002,5,1,Spring,17.3,9.4,0,66.4,192.2,01/05/2002
2002,6,1,Summer,20.1,11.6,0,74.2,191.5,01/06/2002
2002,7,1,Summer,22.3,13.5,0,67.2,193.9,01/07/2002
2002,8,1,Summer,23.3,14.7,0,36.3,190.4,01/08/2002
2002,9,1,Autumn,20.3,11.5,0,20,178.2,01/09/2002
2002,10,1,Autumn,15.3,8.4,0,61.6,109.2,01/10/2002
2002,11,1,Autumn,12.4,7,0,151,66.1,01/11/2002
2002,12,1,Winter,9,5.2,0,119,34.1,01/12/2002
2003,1,1,Winter,8,2.3,10,73.6,93.6,01/01/2003
2003,2,1,Winter,8.4,1.8,10,20.8,101.2,01/02/2003
2003,3,1,Spring,13.6,4.4,0,16.4,176.9,01/03/2003
2003,4,1,Spring,15.7,6.3,3,30,198,01/04/2003
2003,5,1,Spring,18.2,9,0,39.1,205.5,01/05/2003
2003,6,1,Summer,23.3,13.3,0,47.6,245.5,01/06/2003
2003,7,1,Summer,24.2,14.7,0,28.8,213.9,01/07/2003
2003,8,1,Summer,26.4,15.7,0,10.4,255.3,01/08/2003
2003,9,1,Autumn,21.9,10.8,0,8.4,206.7,01/09/2003
2003,10,1,Autumn,14.5,6.4,0,35.2,160.7,01/10/2003
2003,11,1,Autumn,12.6,6.7,1,113.8,88.2,01/11/2003
2003,12,1,Winter,8.8,3.2,3,51.4,58,01/12/2003
2004,1,1,Winter,8.8,3.1,8,71.9,64,01/01/2004
2004,2,1,Winter,8.7,3.8,7,26.2,65.3,01/02/2004
2004,3,1,Spring,10.8,3.9,3,29.5,102.7,01/03/2004
2004,4,1,Spring,14.9,6.3,0,68.8,155,01/04/2004
2004,5,1,Spring,18.2,9.5,0,45,208.2,01/05/2004
2004,6,1,Summer,22.1,12.6,0,40.4,236,01/06/2004
2004,7,1,Summer,22.7,13.3,0,37.6,201.5,01/07/2004
2004,8,1,Summer,23.8,15.1,0,107.8,213.3,01/08/2004
2004,9,1,Autumn,20.8,12.5,0,18.8,182.7,01/09/2004
2004,10,1,Autumn,15.3,9.1,0,96.6,101.2,01/10/2004
2004,11,1,Autumn,11.2,6.2,2,29.6,60.8,01/11/2004
2004,12,1,Winter,8.8,2.9,5,46.4,48.2,01/12/2004
2005,1,1,Winter,9.5,3.8,1,21.6,72.1,01/01/2005
2005,2,1,Winter,7.3,2.5,7,19.7,62.4,01/02/2005
2005,3,1,Spring,11.5,4.5,7,43.6,96.7,01/03/2005
2005,4,1,Spring,14.6,6.2,1,30,153,01/04/2005
2005,5,1,Spring,17.7,8.5,0,19.8,228.3,01/05/2005
2005,6,1,Summer,22.8,12.9,0,32.6,219.3,01/06/2005
2005,7,1,Summer,23.3,14.1,0,45.8,202.5,01/07/2005
2005,8,1,Summer,23.2,13,0,42.4,250.4,01/08/2005
2005,9,1,Autumn,21.4,12.7,0,47.5,143.9,01/09/2005
2005,10,1,Autumn,17.8,11.3,0,73.4,89.9,01/10/2005
2005,11,1,Autumn,10.7,3.5,8,29.2,93.3,01/11/2005
2005,12,1,Winter,8.2,1.9,8,44.4,65.7,01/12/2005
2006,1,1,Winter,7.6,2.9,6,16.8,51.4,01/01/2006
2006,2,1,Winter,7.2,1.7,5,41.2,62.9,01/02/2006
2006,3,1,Spring,9.4,2.8,10,44.6,91.2,01/03/2006
2006,4,1,Spring,14.1,6,0,33.4,132.3,01/04/2006
2006,5,1,Spring,18,9.8,0,91.6,128.2,01/05/2006
2006,6,1,Summer,23.7,12.9,0,11.8,225.3,01/06/2006
2006,7,1,Summer,28.2,16.7,0,23.6,266.4,01/07/2006
2006,8,1,Summer,22.2,13.5,0,68.8,140.2,01/08/2006
2006,9,1,Autumn,22.7,14.5,0,78.2,153.9,01/09/2006
2006,10,1,Autumn,17.8,11.2,0,64.4,106.3,01/10/2006
2006,11,1,Autumn,12.7,5.4,2,98,97,01/11/2006
2006,12,1,Winter,9.7,4.5,5,63.6,41.2,01/12/2006
2007,1,1,Winter,10.5,5.1,2,56,56.6,01/01/2007
2007,2,1,Winter,9.9,3.9,5,92.9,59.3,01/02/2007
2007,3,1,Spring,12.5,4.4,2,43.8,164.7,01/03/2007
2007,4,1,Spring,18.9,7.7,0,3.6,224.6,01/04/2007
2007,5,1,Spring,17.9,9.7,0,80,149.6,01/05/2007
2007,6,1,Summer,21.2,12.6,0,63.8,139.7,01/06/2007
2007,7,1,Summer,21.4,13.1,0,115.2,159.9,01/07/2007
2007,8,1,Summer,21.5,12.9,0,41,192.6,01/08/2007
2007,9,1,Autumn,19.9,11.4,0,17.4,141.1,01/09/2007
2007,10,1,Autumn,15.4,8.5,0,37.8,98.4,01/10/2007
2007,11,1,Autumn,11.4,4.6,3,84.8,81.3,01/11/2007
2007,12,1,Winter,8.9,3.1,9,44.6,61.4,01/12/2007
2008,1,1,Winter,10.4,4.7,0,69,60.2,01/01/2008
2008,2,1,Winter,11,2,7,15.4,130,01/02/2008
2008,3,1,Spring,10.6,3.7,2,69.8,85.7,01/03/2008
2008,4,1,Spring,13.7,5.2,2,63.4,140.3,01/04/2008
2008,5,1,Spring,19.8,10.5,0,64.2,162.6,01/05/2008
2008,6,1,Summer,20.8,11.9,0,45.6,201.9,01/06/2008
2008,7,1,Summer,22.8,13.7,0,76.8,172.5,01/07/2008
2008,8,1,Summer,21.5,14.2,0,64.4,104.3,01/08/2008
2008,9,1,Autumn,18.5,11.2,0,43,110.7,01/09/2008
2008,10,1,Autumn,15,6.8,1,45,134.4,01/10/2008
2008,11,1,Autumn,10.7,5.2,2,58.8,42.2,01/11/2008
2008,12,1,Winter,7.3,1.7,11,41.2,65.1,01/12/2008
2009,1,1,Winter,6.8,0.3,13,72.4,63.2,01/01/2009
2009,2,1,Winter,7.8,2.1,10,69.6,59.2,01/02/2009
2009,3,1,Spring,12.9,3.7,2,30,158.5,01/03/2009
2009,4,1,Spring,16.1,7.2,0,28,172.8,01/04/2009
2009,5,1,Spring,19.1,9.4,0,29.8,193.9,01/05/2009
2009,6,1,Summer,22.4,12.2,0,34,192.8,01/06/2009
2009,7,1,Summer,23,13.7,0,71.4,155.8,01/07/2009
2009,8,1,Summer,23.9,14.1,0,39.6,167.6,01/08/2009
2009,9,1,Autumn,20.5,12,0,36,137.3,01/09/2009
2009,10,1,Autumn,16.3,9.3,0,39.4,84.7,01/10/2009
2009,11,1,Autumn,12.6,7.4,0,148,62.4,01/11/2009
2009,12,1,Winter,7,1.3,12,84.6,60.3,01/12/2009
2010,1,1,Winter,4.5,-0.3,15,51.8,51.3,01/01/2010
2010,2,1,Winter,6.9,1.7,8,100.4,46.7,01/02/2010
2010,3,1,Spring,11.1,3.7,4,39.8,106.4,01/03/2010
2010,4,1,Spring,15.8,5.6,0,23.2,201.7,01/04/2010
2010,5,1,Spring,17.3,7.7,0,20.6,170.4,01/05/2010
2010,6,1,Summer,23.5,12.1,0,12.4,220.1,01/06/2010
2010,7,1,Summer,25,15.1,0,18,161.8,01/07/2010
2010,8,1,Summer,21.6,13.2,0,88.6,110.9,01/08/2010
2010,9,1,Autumn,19.4,11.2,0,38.2,128.7,01/09/2010
2010,10,1,Autumn,15.2,8.3,1,74.8,104,01/10/2010
2010,11,1,Autumn,9.1,4,7,32.2,50,01/11/2010
2010,12,1,Winter,3.9,-1.5,21,21.4,18.5,01/12/2010
2011,1,1,Winter,7.4,2.8,8,76.8,35.6,01/01/2011
2011,2,1,Winter,10.2,4.8,1,42.8,36.2,01/02/2011
2011,3,1,Spring,12.3,3.8,4,14.6,126.4,01/03/2011
2011,4,1,Spring,19.7,8.6,0,2.4,218,01/04/2011
2011,5,1,Spring,19.4,9.4,0,24.6,218,01/05/2011
2011,6,1,Summer,20.7,11,0,84,173.5,01/06/2011
2011,7,1,Summer,21.7,12.6,0,49.8,173.6,01/07/2011
2011,8,1,Summer,21.8,13.4,0,68.8,144.1,01/08/2011
2011,9,1,Autumn,21.3,12.4,0,35,161.2,01/09/2011
2011,10,1,Autumn,18.1,10.1,0,18.4,140.4,01/10/2011
2011,11,1,Autumn,13.6,7.3,0,29,52.5,01/11/2011
2011,12,1,Winter,9.9,3.8,4,63,60.6,01/12/2011
2012,1,1,Winter,9.8,3.4,7,34.4,68.5,01/01/2012
2012,2,1,Winter,8,1.3,12,16.8,84.9,01/02/2012
2012,3,1,Spring,14.7,4.7,0,16.2,180.3,01/03/2012
2012,4,1,Spring,13.3,4.9,1,98.4,141.7,01/04/2012
2012,5,1,Spring,18.2,9.7,0,25.4,166.6,01/05/2012
2012,6,1,Summer,19.4,11.6,0,110.8,118.5,01/06/2012
2012,7,1,Summer,21.3,13.2,0,71.8,161.6,01/07/2012
2012,8,1,Summer,23.5,14.3,0,36.4,182.6,01/08/2012
2012,9,1,Autumn,20,10.3,0,41.2,178.9,01/09/2012
2012,10,1,Autumn,14.2,8,0,88.4,85.6,01/10/2012
2012,11,1,Autumn,11,4.6,1,71.8,75.4,01/11/2012
2012,12,1,Winter,9,2.6,10,95.8,58,01/12/2012
2013,1,1,Winter,6.5,2,13,50.1,34.5,01/01/2013
2013,2,1,Winter,6.7,1.2,4,32.8,64.9,01/02/2013
2013,3,1,Spring,6.9,1.2,11,52.8,62.3,01/03/2013
2013,4,1,Spring,13.5,4.7,3,34,162.8,01/04/2013
2013,5,1,Spring,16.4,7.7,0,41.8,163.3,01/05/2013
2013,6,1,Summer,20.3,11.2,0,11.6,157.5,01/06/2013
2013,7,1,Summer,27,15.2,0,25.2,268.2,01/07/2013
2013,8,1,Summer,24.3,14.3,0,32.6,198.7,01/08/2013
2013,9,1,Autumn,19.7,11.1,0,49.6,118.9,01/09/2013
2013,10,1,Autumn,17,10.6,0,81.4,89.6,01/10/2013
2013,11,1,Autumn,10.4,4.7,1,50,80.4,01/11/2013
2013,12,1,Winter,10.2,3.5,3,98.2,51.3,01/12/2013
2014,1,1,Winter,10,3.8,1,162.4,68.3,01/01/2014
2014,2,1,Winter,10.6,4.4,0,89.8,91.7,01/02/2014
2014,3,1,Spring,14.1,4.4,1,27.8,161.4,01/03/2014
2014,4,1,Spring,16.1,7.5,0,58,156.9,01/04/2014
2014,5,1,Spring,18,9.8,0,84.6,178.8,01/05/2014
2014,6,1,Summer,22.1,12.5,0,40.8,220.2,01/06/2014
2014,7,1,Summer,25.8,15,0,50,246.4,01/07/2014
2014,8,1,Summer,21.7,12.7,0,97.6,183.6,01/08/2014
2014,9,1,Autumn,21.5,12.8,0,10.8,134.6,01/09/2014
2014,10,1,Autumn,17.6,11,0,76,103.8,01/10/2014
2014,11,1,Autumn,12.5,6.9,1,128.4,51.1,01/11/2014
2014,12,1,Winter,9.2,3,7,37.8,71.6,01/12/2014
2015,1,1,Winter,8.8,1.6,10,63.4,62,01/01/2015
2015,2,1,Winter,8,1.8,8,38.6,63.9,01/02/2015
2015,3,1,Spring,11.6,4.1,1,24,140.7,01/03/2015
2015,4,1,Spring,16.3,6,0,16.2,212.1,01/04/2015
2015,5,1,Spring,17.6,8.8,0,41.6,189,01/05/2015
2015,6,1,Summer,22.2,11.4,0,12.2,197,01/06/2015
2015,7,1,Summer,23.7,13.8,0,71.8,189.7,01/07/2015
2015,8,1,Summer,22.2,14.1,0,116.8,134.1,01/08/2015
2015,9,1,Autumn,18.6,10.2,0,50,162.3,01/09/2015
2015,10,1,Autumn,15.8,9.3,0,39.8,94.2,01/10/2015
2015,11,1,Autumn,13.4,8,2,48.2,27.7,01/11/2015
2015,12,1,Winter,13.7,8.9,0,39.4,35,01/12/2015
2016,1,1,Winter,9.5,3,5,74.8,54.8,01/01/2016
2016,2,1,Winter,9.4,2.9,5,43.8,86.8,01/02/2016
2016,3,1,Spring,10.7,3.2,3,72.8,123.3,01/03/2016
2016,4,1,Spring,13.5,4.9,0,47.2,170,01/04/2016
2016,5,1,Spring,19,9.7,0,60.4,192.7,01/05/2016
2016,6,1,Summer,20.7,12.7,0,93.4,101.7,01/06/2016
2016,7,1,Summer,24,14.5,0,16,182.8,01/07/2016
2016,8,1,Summer,24.7,14.6,0,21.6,201.4,01/08/2016
2016,9,1,Autumn,22.4,13.7,0,42.2,122.1,01/09/2016
2016,10,1,Autumn,15.9,8.7,0,21.6,105.6,01/10/2016
2016,11,1,Autumn,10.5,3.8,3,86.4,77.4,01/11/2016
2016,12,1,Winter,10.2,3.4,7,10.4,55.1,01/12/2016
2017,1,1,Winter,7.6,0.7,15,60.2,64.5,01/01/2017
2017,2,1,Winter,10,4.4,1,38.2,47.8,01/02/2017
2017,3,1,Spring,14.1,6.6,0,25.8,116.3,01/03/2017
2017,4,1,Spring,15.8,5.9,0,4.6,186.2,01/04/2017
2017,5,1,Spring,19.8,10.4,0,64.8,164.8,01/05/2017
2017,6,1,Summer,24,13.9,0,46.4,204.3,01/06/2017
2017,7,1,Summer,23.8,14.9,0,90,178,01/07/2017
2017,8,1,Summer,22,13.5,0,58.6,174.9,01/08/2017
2017,9,1,Autumn,19.2,11,0,59,120.1,01/09/2017
2017,10,1,Autumn,17.1,10.3,0,9.2,84.6,01/10/2017
2017,11,1,Autumn,11.1,4.5,2,34.2,66.7,01/11/2017
2017,12,1,Winter,8.7,2.9,7,81.2,43.8,01/12/2017
2018,1,1,Winter,9.7,3.8,1,58,46.5,01/01/2018
2018,2,1,Winter,6.7,0.6,12,29,92,01/02/2018
2018,3,1,Spring,9.8,3,6,81.2,70.3,01/03/2018
2018,4,1,Spring,15.5,7.9,0,65.2,113.4,01/04/2018
2018,5,1,Spring,20.8,9.8,0,58.4,248.3,01/05/2018
2018,6,1,Summer,24.2,13.1,0,0.4,234.5,01/06/2018
2018,7,1,Summer,28.3,16.4,0,14.8,272.5,01/07/2018
2018,8,1,Summer,24.5,14.5,0,48.2,182.1,01/08/2018
2018,9,1,Autumn,20.9,11,0,29.4,195,01/09/2018
2018,10,1,Autumn,16.5,8.5,1,61,137,01/10/2018
2018,11,1,Autumn,12.2,5.8,1,73.8,72.9,01/11/2018
2018,12,1,Winter,10.7,5.2,2,60.6,40.3,01/12/2018
2019,1,1,Winter,7.6,2,9,33.2,56.4,01/01/2019
2019,2,1,Winter,12.4,3.3,3,34.2,120.2,01/02/2019
2019,3,1,Spring,13.1,5.8,0,49.6,119,01/03/2019
2019,4,1,Spring,15.8,5.7,1,12.8,170.1,01/04/2019
2019,5,1,Spring,18.6,8.4,0,36,176.3,01/05/2019
2019,6,1,Summer,21.8,11.9,0,81.8,170.1,01/06/2019
2019,7,1,Summer,25.5,14.9,0,50.8,194.5,01/07/2019
2019,8,1,Summer,25.2,14.1,0,33.6,201.2,01/08/2019
2019,9,1,Autumn,21.2,11.8,0,63,156.8,01/09/2019
2019,10,1,Autumn,15.5,8.6,0,92.8,74,01/10/2019
2019,11,1,Autumn,10.3,4.3,3,74.8,51.3,01/11/2019
2019,12,1,Winter,10.2,4,3,89.6,56.2,01/12/2019
2020,1,1,Winter,10.1,4.7,4,47.6,50.3,01/01/2020
2020,2,1,Winter,11.1,4.3,1,99.8,62,01/02/2020
2020,3,1,Spring,12,3.9,1,42.8,148,01/03/2020
2020,4,1,Spring,18.2,6.5,1,38.2,235.4,01/04/2020
2020,5,1,Spring,21.1,9.1,0,2,308.6,01/05/2020
2020,6,1,Summer,22.5,12.6,0,54,174.9,01/06/2020
2020,7,1,Summer,23.8,13.4,0,35.2,171.2,01/07/2020
2020,8,1,Summer,25.6,15.6,0,58.2,161.8,01/08/2020
2020,9,1,Autumn,21.6,11.2,0,20,168.9,01/09/2020
2020,10,1,Autumn,15.1,8.8,0,142.2,51.6,01/10/2020
2020,11,1,Autumn,12.7,6.2,2,50.2,44.6,01/11/2020
2020,12,1,Winter,8.5,3.5,7,72.4,36.5,01/12/2020
2021,1,1,Winter,7,1.3,12,96.6,29.4,01/01/2021
2021,2,1,Winter,9.1,3.1,7,36.4,57.9,01/02/2021
2021,3,1,Spring,12.1,4.1,1,24.6,91.4,01/03/2021
2021,4,1,Spring,13.1,2.9,5,7.2,202.6,01/04/2021
2021,5,1,Spring,16.5,7.2,0,84.6,131.9,01/05/2021
2021,6,1,Summer,22.5,13.3,0,88.2,159.6,01/06/2021
2021,7,1,Summer,24.2,14.9,0,61.2,171.1,01/07/2021
2021,8,1,Summer,21.9,13.4,0,42.2,95.6,01/08/2021
2021,9,1,Autumn,22.3,13.3,0,52.4,124,01/09/2021
2021,10,1,Autumn,16.9,9.7,0,87.6,84.2,01/10/2021
2021,11,1,Autumn,11.4,4.5,3,10.2,67.8,01/11/2021
2021,12,1,Winter,10.1,5.3,3,71.2,21.1,01/12/2021
2022,1,,Winter,8.9,1.9,9,17.2,67.1,01/01/2022
2022,2,,Winter,11.3,4,3,49.6,78.4,01/02/2022
2022,3,,Spring,13.2,4.9,1,31.4,157.2,01/03/2022
2022,4,,Spring,16.1,5.7,1,16.4,167.2,01/04/2022
2022,5,,Spring,20.2,10.1,0,34.2,155.3,01/05/2022
2022,6,,Summer,23.2,11.9,0,24,212.2,01/06/2022
2022,7,,Summer,27.2,15.5,0,7.6,221.1,01/07/2022
2022,8,,Summer,27,15.9,0,54.4,234.3,01/08/2022
2022,9,,Autumn,20.2,11.8,0,86,119.1,01/09/2022
2022,10,,Autumn,18.3,10.4,0,81.4,132.8,01/10/2022
2022,11,,Autumn,13.2,7.6,0,123.8,69.9,01/11/2022
2022,12,,Winter,7.9,1.7,11,51.6,56.4,01/12/2022
2023,1,,Winter,9,2.5,10,66.2,68.2,01/01/2023
2023,2,,Winter,10.8,3.4,6,4.2,81.3,01/02/2023
2023,3,,Spring,11.5,5.2,1,92.4,60.2,01/03/2023
2023,4,,Spring,14.6,5.9,0,65.8,151.1,01/04/2023
2023,5,,Spring,18.6,9.3,0,38.4,196.6,01/05/2023
2023,6,,Summer,25.3,13.5,0,56.8,250.2,01/06/2023
2023,7,,Summer,22.9,14,0,61.4,150.1,01/07/2023
2023,8,,Summer,23,13.8,0,53,171.1,01/08/2023
2023,9,,Autumn,24.4,14.7,0,59.4,167.9,01/09/2023
2023,10,,Autumn,18.1,10.2,0,116.8,112.9,01/10/2023
2023,11,,Autumn,11.8,5.4,3,78.4,74.9,01/11/2023
2023,12,,Winter,10.9,5.9,3,76.4,21,01/12/2023
