50.2726	-6.01001
54.3608	4.73999
58.4688	15.49
62.5768	15.49
66.6848	26.365
70.7928	15.49
74.881	15.49
78.989	15.49
83.0772	15.49
87.1852	20.865
91.2734	26.365
95.3616	26.365
99.4498	15.49
103.538	15.49
107.626	15.49
111.714	3.36499
115.783	4.73999
119.871	4.73999
123.939	4.73999
128.027	4.73999
132.096	4.73999
136.164	4.73999
140.232	4.73999
144.301	-7.63501
148.369	-7.63501
152.417	-7.63501
156.486	-7.63501
160.554	-7.63501
164.603	-7.63501
168.651	-22.26
172.7	5.11499
176.748	-2.88501
180.797	21.865
184.845	-41.885
188.894	-2.01001
192.942	-43.51
196.971	-27.885
201.019	-18.385
205.048	-57.135
209.076	-68.51
213.125	-22.76
217.154	-32.635
221.182	-18.635
225.191	-18.635
229.22	-18.635
233.248	-18.635
237.257	-18.635
241.286	-24.135
245.314	-29.635
249.323	-29.635
253.352	-29.635
257.361	-29.635
261.369	-29.635
265.358	-29.635
269.367	-29.635
273.376	-29.635
277.365	-29.635
281.374	-80.51
285.363	-65.76
289.352	-41.135
293.34	-2.63501
297.329	1.48999
301.318	-34.26
305.307	-45.76
309.296	-43.885
313.285	-42.635
317.254	-53.385
321.243	-57.76
325.212	-76.26
329.181	-40.51
333.151	-27.01
337.12	-29.26
341.089	-34.385
345.058	-9.13501
349.027	0.61499
352.976	14.115
356.945	28.99
360.895	20.74
364.864	31.615
368.813	32.365
372.762	62.115
376.711	110.49
380.661	86.99
384.61	103.74
388.559	90.865
392.489	95.115
396.438	127.365
400.367	142.365
404.317	135.49
408.246	144.74
412.175	176.74
416.105	164.99
420.034	170.49
423.964	189.74
427.893	187.24
431.803	172.24
435.732	174.99
439.642	159.49
443.571	173.865
447.481	196.865
451.39	173.49
455.3	184.24
459.209	177.24
463.119	176.74
467.028	156.99
470.918	173.24
474.828	164.99
478.717	156.24
482.627	169.24
486.517	186.615
490.406	166.365
494.296	146.365
498.186	126.865
502.076	74.74
505.965	54.24
509.855	28.99
513.725	-1.38501
517.615	-0.38501
521.485	-5.26001
525.354	17.865
529.244	-3.26001
533.114	-12.135
536.984	2.36499
540.854	-9.76001
544.724	-12.135
548.574	7.23999
552.444	0.11499
556.294	1.86499
560.163	-11.635
564.013	-21.635
567.883	-26.01
571.733	-8.13501
575.583	-14.26
579.433	-22.635
583.284	-15.51
587.114	-11.26
590.964	4.86499
594.814	-14.76
598.644	-1.26001
602.474	-7.13501
